,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63
TCGA.AB.2880,-0.04229428,0.008442238,0.031609952,0.7365562,0.14852223,-0.15618522,-0.4741522,0.3133425,-0.34397358,-0.14896548,0.14699697,0.091529116,-0.34129548,-0.25841627,-0.48110327,0.27617645,0.297527,-0.2163268,0.052442636,0.4083821,0.45058578,0.15180244,-0.8029116,0.060115416,-0.23865208,-0.18660851,-0.26094574,-0.12704098,-0.22642215,-0.09011832,0.061998464,-0.45991263,-0.18884376,0.35934114,-0.5660373,0.16604452,0.2728779,-0.044822004,0.7206754,-0.17371513,-0.07520321,-0.20564824,-0.41078448,0.20967391,0.027921978,0.022467718,-0.7031675,-0.21887003,-0.15493971,0.093557045,0.2909429,-0.28134623,-0.00039461814,0.01429528,-0.056441393,0.27018744,-0.18508153,-0.13033825,0.002945505,0.24504712,-0.024450252,0.37237382,0.25408253,-0.14923355
TCGA.AB.2881,0.13547993,-0.113558955,0.21883386,0.025941383,-0.112172246,-0.23863684,-0.09621998,0.04402873,0.12895152,-0.11529566,-0.25367686,-0.10848388,0.41946328,0.052577153,0.078256294,-0.1483068,0.013137981,-0.020436496,0.29832697,0.03229505,-0.32997483,0.35618663,0.10001077,-0.08794788,-0.31647617,-0.015925862,-0.3060717,-0.11608108,-0.0066165477,0.0023637451,-0.039237343,-0.19670948,0.23702797,-0.093035266,-0.3898351,0.19101042,-0.14109634,-0.09573431,0.5014179,-0.31636113,0.045191225,0.2825668,0.12766752,-0.049375914,-0.011224938,0.25954378,-0.13816285,0.07720126,0.25674444,-0.001496505,-0.16618758,0.31545287,-0.20056513,-0.05786234,0.069187514,0.32525834,-0.0851092,-0.024702169,-0.10967358,0.17353496,0.1669313,0.101841256,0.129615,0.011856107
TCGA.AB.2882,0.65633416,-0.46618629,0.07143773,-0.06745045,-0.33338106,-0.036234476,0.6507892,-0.33309007,0.43405563,0.5714589,0.20275803,-0.048206784,0.0004865378,0.08932399,0.20610268,0.07030776,-0.028676815,0.54860526,0.4654274,0.32383087,0.14182214,0.5575336,0.24500236,0.4001993,-0.15662278,-0.18312451,0.09001365,0.11913217,0.61491305,0.9308565,-0.77955985,0.3549171,1.1135607,-0.081559286,-0.09430507,0.027101472,-0.46332726,-0.65320355,0.52322817,0.2892442,-0.008322768,-1.5576037,0.8846456,0.06852264,0.27452183,0.23224783,0.12210289,-0.0480997,0.7631818,-0.32755128,-0.32942444,-0.36146587,-0.04525796,-0.6388353,0.13768889,0.26635167,0.75064677,0.14178143,0.07485703,-0.06361118,-0.15931198,0.13387424,-0.51264155,0.4892261
TCGA.AB.2884,0.02456595,-0.04247975,0.024703842,-0.19500887,-0.004185673,-0.15613592,-0.07593209,-0.08406958,0.005049957,0.00879322,-0.19681412,-0.048597828,0.38506782,0.0089708865,0.08970173,-0.25626647,-0.53686225,-0.1681022,0.15792806,-0.05892197,-0.23370376,0.025599884,0.12823856,-0.06699544,-0.30044124,0.28316927,-0.42102045,0.22095612,-0.22046219,-0.36204076,-0.08793062,-0.49984196,0.12302489,0.3436298,-0.32711276,-0.0926889,-0.3544859,-0.22738197,0.130681,-0.6897093,0.2100112,0.43585855,-0.08579615,0.22626042,-0.10535518,0.13251773,-0.1887399,0.027381234,0.49082452,-0.037598684,-0.40237412,-0.16551945,-0.042623177,0.03405317,0.4469768,-0.061483763,-0.18611723,0.3206537,-0.36371815,-0.18372464,-0.15920989,0.053050783,-0.38801143,-0.49120575
TCGA.AB.2885,0.64204156,-0.26292253,-0.042394586,0.00094151497,-0.24052925,0.37747854,1.0778263,-0.15210828,0.5420719,0.61190933,0.38396028,-0.030490845,-0.23550388,0.13859671,0.14028835,0.18414512,0.3623617,0.5542905,0.2730945,0.46815276,0.5136061,0.67927635,-0.35311145,0.68770105,0.06954837,-0.57174927,0.23753771,0.15617594,0.83414674,1.2226744,-1.3704686,0.4647007,0.8912875,0.07338069,0.107434064,0.092636734,-0.4440238,-0.87216794,0.44407478,0.7515243,0.20599465,-2.2590408,0.79504526,0.24753955,0.23301227,0.16573533,0.146205,-0.15648487,0.81739044,-0.56561327,-0.06938377,-0.7749454,0.23581086,-0.77440643,0.22589579,0.25725868,1.0064301,0.24825038,0.061643176,-0.123786524,-0.096769184,-0.061225213,-0.8471558,0.49782333
TCGA.AB.2886,0.032138426,-0.18973035,0.114013925,0.43142977,-0.22571944,-0.2709432,-0.35352972,0.213207,-0.1498329,-0.31246498,-0.4131686,0.011304613,0.050431963,0.28328907,-0.01688933,0.29933625,0.7109809,0.22638853,0.39294946,0.35320604,0.020752775,0.15677056,-0.34995228,-0.077338085,-0.5737324,-0.4552682,-0.22669892,-0.33934316,0.25057814,0.513196,-0.07909858,-0.47948176,-0.18258177,-0.5433018,0.020267807,0.40182585,0.20644118,0.4147127,0.7263487,0.0797338,-0.06382577,0.5208181,-0.14629611,-0.4529306,0.26868615,0.25884843,-0.2712994,-0.13158664,-0.1530265,0.26533508,0.40998843,0.7592784,0.005958069,-0.082744464,-0.58973956,0.4620872,-0.1733468,-0.39407888,0.44469094,0.5154259,0.5500753,0.14678827,0.5987858,0.12793696
TCGA.AB.2887,-0.6115521,-0.07151118,0.5414419,-0.063678,0.5595155,0.10829669,-0.37407106,0.0807408,0.379494,-0.106011465,1.250709,-0.604848,-0.05398816,-1.3020954,-0.4906165,-0.83657944,-0.58751094,-0.75779206,-0.9815242,-1.6969123,-0.057973266,-0.624357,1.4726053,0.026774958,1.3173225,0.78818345,1.5985401,-0.4392416,-0.96674144,-0.737252,1.6071322,2.4761472,0.13722622,-0.2138614,-0.7724074,-0.3095296,0.852334,0.0037780106,-1.3731437,0.5091133,-1.4126786,0.648506,0.9630451,-0.27174762,-0.2355638,-0.7220113,0.85758805,0.9838759,-1.2647905,0.44990224,-0.44445297,-0.09399796,-0.7252368,0.20752893,-0.007239841,-0.9424432,0.24012522,-0.8529025,-0.37588075,-0.42935473,-0.6787455,0.24610046,1.5462859,1.6036566
TCGA.AB.2888,0.008121438,-0.25559723,-0.0036345273,-0.047539093,-0.07989788,-0.24833392,-0.19050583,0.04739371,-0.13739625,-0.22637253,-0.3629477,-0.15184063,0.5031157,-0.13143449,-0.08117071,-0.2298458,-0.017814063,-0.13816562,0.23970059,0.1256426,-0.15534782,0.11952926,-0.01693108,-0.11847204,-0.37005505,0.10597473,-0.29269344,0.051840205,-0.011965081,0.006591915,-0.040249087,-0.30024648,0.1703482,0.26177403,-0.66677177,0.33445767,0.05917847,-0.16225551,0.38740134,-0.6396121,0.16973819,0.47968435,-0.072856925,0.1066048,-0.26706243,0.14889187,-0.24829574,0.071811564,0.5123629,-0.038555328,-0.32337946,0.12560734,-0.18393822,0.12692511,0.15646768,0.26657692,-0.018812642,0.16981049,-0.32223505,0.18278262,0.039011538,0.2696709,0.02796708,-0.3383258
TCGA.AB.2889,0.10626534,-0.091701634,0.17800826,-0.05301752,-0.13001151,-0.23680317,-0.101337604,0.022445492,0.14025076,-0.11631821,-0.32210302,-0.06698084,0.42789376,0.18548553,0.16350609,-0.124281585,0.008743146,-0.008304164,0.32471108,0.02502402,-0.3810807,0.31797588,0.08410743,-0.11366247,-0.41141894,-0.026577443,-0.39461774,-0.09231529,-0.008252725,-0.01391146,-0.09934748,-0.37510142,0.1517888,-0.12417726,-0.2710364,0.16288057,-0.24383572,-0.041501194,0.4867316,-0.3930351,0.13963184,0.41472846,0.067027144,-0.064164214,0.014800937,0.27665386,-0.12794414,0.027217388,0.29707232,-0.0051256865,-0.15433742,0.36300316,-0.13041,-0.07504049,0.070829816,0.28212968,-0.13715702,0.012209985,-0.07978097,0.12949546,0.2082426,0.06959831,0.01986203,-0.12696792
TCGA.AB.2890,0.19194895,-0.24886358,0.12410632,0.09497057,0.011546271,-0.22936994,-0.0970793,0.14725429,0.09000946,-0.08202197,0.007118065,-0.17788956,0.3729944,-0.43085772,-0.18987706,-0.1814579,-0.027273262,-0.11098409,0.19100277,-0.016854815,-0.103479594,0.31455588,0.21893458,0.023733256,-0.015499601,0.09273036,0.01537659,-0.07941662,0.02203323,0.061664667,0.16313717,0.31444395,0.55537784,0.13887747,-0.8361572,0.23208092,0.15210801,-0.31682596,0.36165035,-0.30968568,-0.16970238,-0.11252146,0.26015306,0.0618487,-0.16173208,0.12999618,-0.1803337,0.2512795,0.22182372,-0.032235384,-0.22009176,0.083575174,-0.36358374,0.087849244,0.063654855,0.26162004,0.1764035,-0.00764931,-0.3201517,0.18424863,-0.026964283,0.26203176,0.33520398,0.2852796
TCGA.AB.2895,0.33598658,0.046729513,0.025125816,-0.3069233,-0.12783654,-0.13595897,-0.16818321,-0.26439047,0.5140754,0.31368855,-0.026875554,0.20838863,0.0046466663,0.73306704,0.7193866,0.28938884,-0.25269818,0.2402149,0.31119156,-0.2721991,-0.61268115,0.11667098,0.6220088,-0.056052968,-0.5159784,-0.06708298,-0.3435962,-0.017374892,-0.10484485,-0.07949573,0.016984686,-0.5564816,0.15819438,-0.68265265,0.7850667,-0.28798375,-0.927572,0.3144703,0.08322135,-0.27458888,0.13421723,0.6378294,0.28096092,-0.42326054,0.5065756,0.28829345,0.1822917,-0.0058034807,-0.10294212,0.1913601,0.055387236,0.6393637,0.21175301,-0.19444871,-0.243837,-0.28111792,-0.18968518,0.008828141,0.40479782,-0.2392165,0.17134014,-0.12430787,-0.17764679,0.06399287
TCGA.AB.2896,0.2343632,0.047938608,0.14327368,-0.18343659,-0.07986969,-0.12991717,-0.118563145,-0.14742374,0.35950646,0.22566503,-0.016762346,0.09594018,0.13009019,0.39646205,0.434449,0.09014347,-0.3292433,0.1041723,0.24060796,-0.22497909,-0.475056,0.18361849,0.42840546,-0.05926983,-0.32216567,0.02464122,-0.2868325,-0.0145719685,-0.15001243,-0.17619318,0.0033585522,-0.40432864,0.22266662,-0.34597147,0.3115421,-0.1869769,-0.6764937,0.10537347,0.14497688,-0.2750441,0.07356139,0.3973334,0.20014021,-0.17910671,0.3480509,0.25456315,0.04851278,0.0120738745,0.03825622,0.11011188,-0.08316681,0.34837097,0.033920728,-0.16080539,0.0107501,-0.12470906,-0.1655746,0.041232996,0.112796485,-0.16129097,0.08653962,-0.05575062,-0.14980291,0.05130117
TCGA.AB.2897,4.2043626e-05,0.35525262,0.6549306,0.3737557,-0.26124674,0.33488625,-0.35825956,-0.18467827,-0.30500677,0.15162137,-0.12928128,-0.061377745,-0.12688248,0.10565694,0.109046936,-0.04367633,-0.5312282,0.104436174,0.3355621,-0.29594663,0.085762694,-0.33385104,0.20384157,0.07045384,-0.040985987,-0.15163434,0.44995344,-0.25442538,-0.752139,-0.22078672,0.32272458,-0.17970955,-0.1973301,-0.8135124,0.69089746,-0.47367245,0.060724564,0.27473146,0.17752919,0.9056624,-0.6198447,0.53325593,0.21896836,-0.3334008,0.7206213,-0.2856831,-0.19862568,-0.097995825,-0.65214396,0.672361,-0.22736962,-0.20273672,0.13419014,-0.29798323,0.103632584,-0.13819826,-0.40007037,-0.44977105,0.6583576,-0.30299857,0.06826867,-0.51976925,0.37108722,0.5635835
TCGA.AB.2898,-0.29331493,0.6229608,0.18918426,-0.64345324,0.47519195,-0.12698835,0.57790065,0.14743789,0.415906,-0.84024185,0.37576059,-0.18806802,0.3931687,0.022403516,0.24326889,-0.4495929,0.26057944,-0.15325686,-0.6585368,-0.29053617,-1.0340997,0.45692283,0.28033417,-0.4912139,1.0602741,0.46305746,-0.069168895,-0.15885806,0.3278123,-0.86991,0.24237308,1.1740031,-0.49457547,0.009203795,0.24147335,-0.40461993,-0.0424702,0.035220157,-1.1062046,0.13899976,0.21611607,-0.10193168,-0.031692646,0.012517698,-0.46142048,-0.1164867,1.0341153,0.49701783,-0.4484535,-0.51582897,0.34262097,0.64826655,-0.3978747,0.1407767,-0.14677101,0.13452186,-0.78911984,-0.12085682,-0.18110448,-0.07015863,0.19054215,-0.6135957,-0.14627585,0.14767674
TCGA.AB.2899,0.12835062,-0.19515368,-0.025374029,0.23986213,0.1286416,-0.17734963,-0.14869352,0.24584337,-0.079904616,-0.10845853,0.11663986,-0.14646356,0.24093978,-0.63885915,-0.35382748,-0.09070368,0.0655466,-0.18744884,0.09594867,0.05139597,0.19824491,0.1887915,-0.08517106,0.06577055,0.059296817,0.018858533,0.066616505,-0.042630695,0.034938008,0.08476735,0.19009739,0.34541136,0.4350631,0.37803566,-1.0385313,0.27820808,0.31656027,-0.3843496,0.36153206,-0.39327478,-0.1919676,-0.26536468,0.10730111,0.21319069,-0.2678962,0.026676796,-0.33605105,0.20260446,0.16590449,-0.014987335,-0.058168948,-0.12614611,-0.32328486,0.19092841,0.050559275,0.22888452,0.24536833,0.071619175,-0.40004987,0.17418852,-0.1153011,0.3362977,0.36117768,0.18369919
TCGA.AB.2900,-0.04848712,-0.14511664,-0.13075739,-0.35560742,-0.060062736,-0.1586931,-0.16539921,-0.18065768,0.035131052,-0.011167228,-0.29320836,0.016698696,0.33361566,0.25605828,0.24505031,-0.097700134,-0.39871588,-0.040200334,0.14070085,-0.108595334,-0.28045213,-0.14700653,0.20645033,-0.15259226,-0.4202591,0.19034591,-0.4391272,0.21759751,-0.10219106,-0.18765095,-0.0794649,-0.74955297,0.0029890798,0.17612877,-0.034295663,-0.0033630542,-0.4862882,0.02210842,0.019625314,-0.72975934,0.36909094,0.74947053,-0.14819032,0.06860275,-0.017168757,0.17554492,-0.055190474,-0.052327782,0.5119487,-0.026983334,-0.34205523,0.084799446,0.096462175,0.091620915,0.2268584,-0.14722098,-0.16036901,0.33685485,-0.19176355,-0.14963022,-0.054464445,0.12283747,-0.42052943,-0.6203841
TCGA.AB.2901,-0.11283746,1.0378236,0.29269588,-0.32393935,0.5966904,0.09067775,0.5794063,0.16717145,0.17379402,-0.58186984,0.5020727,-0.04293923,-0.10503965,0.03595358,0.20728196,-0.30928952,0.16341351,-0.32497013,-0.49574614,-0.15795243,-0.80114126,0.45563525,-0.087789565,-0.4785496,0.87801147,0.25919628,-0.3522621,-0.15150589,-0.007322073,-1.369415,0.21140447,0.7546495,-0.72217935,0.1880041,0.4330321,-0.820059,-0.028170064,-0.051876344,-0.99134296,0.25463295,0.07658555,-0.24575913,-0.17661439,0.2658454,-0.34165508,-0.14747149,0.70827734,0.6111041,-0.7250582,-0.3841424,0.6721525,0.23606703,0.049606446,-0.056891702,0.0056002513,-0.02489118,-1.1071663,-0.022638455,-0.053895354,-0.22609755,0.040035687,-0.7003138,-0.14035207,0.057234928
TCGA.AB.2903,0.22342896,0.51924443,0.3363422,0.21244542,0.1983142,0.15065233,-0.08498047,-0.050932005,0.096812114,0.32363266,0.36783975,0.18487212,-0.39716956,0.08179424,0.085045464,0.034363452,-0.6849916,-0.16407767,-0.014024902,-0.30528602,-0.15527937,0.022442915,0.08816642,-0.009955313,0.026286291,0.2231145,-0.27693778,0.10691914,-0.70344865,-0.9291005,0.15600798,-0.23042226,-0.18465653,-0.10977507,0.4093942,-0.86420715,-0.4380268,-0.023741465,-0.12913916,0.14351344,-0.31835827,0.08851088,0.010717589,0.16626817,0.3543657,-0.0034059957,-0.16247863,0.07918744,-0.48329502,0.26771572,0.026430018,-0.5010213,0.26252523,-0.197903,0.38371122,-0.4897239,-0.5723569,0.016065333,0.04679933,-0.48810464,-0.21517147,-0.4204929,-0.20186155,0.058184944
TCGA.AB.2904,-0.5322049,0.11527412,-0.4779636,-1.0990648,0.22481778,0.5217254,1.4329565,0.010344727,0.5862533,-0.4101523,0.25656703,0.008703396,0.37128547,0.11238879,-0.0073889047,-0.36263433,0.8472062,0.37072045,-1.073766,-0.49208325,-0.15638556,-0.06910072,0.2864328,0.25716826,1.5255104,-0.082632795,0.819475,-0.0081348345,0.96655846,0.4592865,-0.23485725,1.560401,-0.39621258,-0.22502337,0.9081717,0.44704166,0.31680417,0.10530515,-1.5400763,0.8994498,0.42935163,-0.9687973,-0.07277232,-0.123827554,-0.49570715,-0.35764232,1.3783188,0.050652068,-0.066442214,-0.9343754,0.3574123,0.29663968,-0.41757107,0.459356,-0.20516434,0.06379624,0.77763134,0.10711529,-0.11706159,0.15729953,0.59532654,-0.73068273,-0.26196826,0.37015554
TCGA.AB.2908,-0.32564467,-0.79593766,-0.5352744,-0.61922306,-0.20192444,0.44176328,0.39855552,-0.18191099,0.2819878,0.22715008,0.17483221,-0.16377611,0.25258696,-0.53717583,-0.41802529,-0.39418334,0.15484789,0.35416022,-0.20451292,-0.831406,0.27239597,-0.69657224,1.1214263,0.3783992,0.98386693,0.13907674,1.4551654,0.036643613,0.36339337,1.1236084,0.5274545,1.7246525,0.4161448,-0.40925285,0.120509356,0.72132516,0.8528366,0.30799627,-0.88469434,0.7320758,-0.5629325,-0.013711162,0.5852456,-0.46203476,-0.055466786,-0.47690532,0.87987983,0.10436457,0.0016949177,-0.02896139,-0.6757176,-0.13670614,-0.5262877,0.25236642,-0.14920631,-0.21846458,1.4367315,-0.16143881,0.17268385,0.13462383,0.25931883,0.054546803,0.73116684,0.9938561
TCGA.AB.2909,0.11323045,0.023852292,0.17016801,0.56582105,-0.034287047,-0.14755666,-0.22786807,0.26530704,-0.135122,-0.18266541,-0.049007244,0.011039382,-0.122342914,-0.041721635,-0.24065098,0.25040302,0.53039646,0.031171974,0.26935673,0.3711063,0.23373535,0.35935494,-0.67751163,0.073733576,-0.33578447,-0.37823975,-0.24559534,-0.24628636,0.04121338,0.22630313,-0.15367506,-0.36723247,-0.09745931,-0.102580205,-0.29504853,0.19421765,0.1514943,-0.008793071,0.8035729,0.087901354,-0.07512371,-0.21576814,-0.19313209,-0.032766014,0.17611676,0.18635896,-0.50082594,-0.1351272,-0.14559771,0.08589204,0.45127785,0.13728714,-0.017252335,-0.16237591,-0.31635976,0.4550035,-0.16412751,-0.20715709,0.16422394,0.3606589,0.26945177,0.12379191,0.31084928,0.08976363
TCGA.AB.2910,-0.265952,-0.8086116,-0.2810205,-0.73852813,-0.21691701,-0.020328574,-0.25354174,-0.6262975,0.32321852,0.25258008,-0.49873662,-0.41717997,0.34479088,0.30581582,0.6926656,-0.14121306,-0.43804914,-0.01983387,0.040306643,-0.36465716,-0.45727688,-0.5651449,1.0481498,-0.2921595,-0.40666956,0.41277522,0.23917109,0.1496954,0.12937564,0.49351817,0.32955325,0.10762781,0.34761763,-0.12502092,0.08768322,0.34496075,-0.15879148,0.53529406,-0.7248813,-0.31277114,0.38575733,1.1933312,0.39075178,-0.40790844,-0.3589381,-0.016843624,0.6901816,-0.016855717,0.4739104,-0.0332627,-0.8734728,0.54782355,-0.060481876,0.25219434,-0.2625809,-0.33986494,0.37303233,0.07456981,0.0153545365,-0.19471622,-0.17715526,0.52154005,0.1072247,-0.25563842
TCGA.AB.2911,0.016848244,-0.06311747,-0.056450054,-0.08274575,-0.005521681,-0.13748157,-0.23424089,-0.018526822,-0.17445368,-0.056942463,-0.23245545,0.045123834,0.26716733,0.009937257,-0.040379975,-0.10188949,-0.33659178,-0.1029724,0.14779264,-0.0019623018,-0.09002983,-0.10221652,-0.022390932,-0.06377113,-0.3276715,0.17127156,-0.3730945,0.17614298,-0.18581106,-0.26636595,-0.0228263,-0.62577784,0.007437679,0.2742048,-0.26054385,0.017459713,-0.20216085,-0.07631255,0.1851058,-0.66045105,0.14787188,0.50713205,-0.23067561,0.18041801,-0.025236417,0.105020255,-0.2967779,-0.018117532,0.36167306,0.060131922,-0.25691113,-0.078427136,-0.0037173145,0.10500381,0.28703123,-0.035245977,-0.16484922,0.2656616,-0.25049675,-0.06801485,-0.08550052,0.12836696,-0.24803755,-0.49994844
TCGA.AB.2912,-0.2008502,0.5602292,-0.10735081,-0.39796865,0.14892937,0.037002373,0.3932855,0.22328761,0.14582983,-0.845068,-0.0307937,0.11237618,0.1338928,0.23633279,0.031177167,-0.22170454,0.63716424,-0.1498311,-0.54076684,0.18596491,-0.5887502,0.42481887,-0.12008369,-0.45597354,0.4901485,0.22366625,-0.4330511,-0.15935579,0.5290361,-0.54057693,-0.09116514,0.46802622,-0.7979791,0.087933555,0.39809763,-0.2179613,0.22825336,0.36764264,-0.8094363,-0.16759285,0.3519997,0.24072221,-0.41548955,-0.053351186,-0.37060404,-0.08972891,0.6903027,0.30050302,-0.2677002,-0.32293418,0.5301342,0.7610674,-0.13875028,0.17258558,-0.47463048,0.24671358,-0.7729156,-0.19134198,-0.06652495,0.25454518,0.44059688,-0.38236928,0.05347573,-0.11333508
TCGA.AB.2913,-0.116093636,1.4702425,-0.25500578,-0.3999334,0.12783246,0.5010587,0.66077864,0.44871294,-0.31591564,-0.5400788,0.38320053,0.39626345,-0.7260171,0.48759794,0.08078171,0.17232229,0.84292716,0.015348464,-0.4388569,0.3564964,-0.2422908,0.48907536,-0.8233101,-0.33690822,0.49326923,-0.23588827,-0.2718246,-0.0696557,0.29601568,-0.75857085,-0.383218,0.036743745,-1.3442857,-0.14221695,1.361737,-0.69661456,0.24494895,0.23426165,-0.8631231,0.46294072,0.35733315,-0.5336102,-0.72169065,0.15374802,-0.106804766,-0.29843488,0.38375366,0.21939665,-0.89943737,-0.33427984,1.3446977,0.32301998,0.60602677,-0.046269894,-0.51634836,-0.0019444004,-0.98690724,-0.0065340996,0.30660006,0.14622675,0.4407249,-0.97651064,-0.09392068,-0.22014326
TCGA.AB.2914,0.0058405697,-0.1106303,-0.035872627,0.44525683,-0.08444232,-0.25665423,-0.31668472,0.29549357,-0.24264047,-0.36663514,-0.29294148,0.067333564,-0.008592695,0.05977705,-0.27312416,0.262204,0.7424459,0.061210558,0.26324496,0.4926412,0.2097042,0.28711605,-0.7235417,-0.010587733,-0.48935956,-0.3972457,-0.41200235,-0.22682267,0.25411338,0.37014654,-0.17286843,-0.6087868,-0.22745508,-0.058579452,-0.3404553,0.4388606,0.26060897,0.1610494,0.7956193,-0.20049334,0.109340966,0.20316178,-0.40013686,-0.11957161,0.04845374,0.22709845,-0.5170069,-0.19339378,0.017325453,0.053917743,0.47155684,0.42618027,0.0049840463,-0.033806115,-0.40011758,0.49233276,-0.15174486,-0.16508394,0.14805153,0.52256197,0.41403836,0.27628553,0.36506322,-0.1892573
TCGA.AB.2915,0.6183479,-0.19301869,0.1070518,0.024341524,-0.20961815,-0.07137312,0.63828653,-0.18980241,0.43355796,0.42814207,0.24251491,-0.031694442,-0.0037551895,0.11629085,0.19907887,0.03239154,0.055097204,0.44562295,0.391108,0.3513893,0.0782591,0.73729056,-0.12324208,0.37884617,-0.18203285,-0.22395742,-0.11417025,0.06429796,0.52642137,0.72649544,-0.8759321,0.13063577,0.9287945,-0.026471388,-0.16892923,-0.06270777,-0.5642647,-0.7379092,0.5860028,0.20600083,0.109625965,-1.6297112,0.7053966,0.15441924,0.15273708,0.25198293,-0.022022188,-0.04662211,0.6347934,-0.40321252,-0.04371649,-0.33523968,0.013593528,-0.6533904,0.15655866,0.30574673,0.47610354,0.22364795,-0.06682104,-0.02940621,-0.099679805,0.010268591,-0.5979893,0.3013701
TCGA.AB.2916,0.04477783,-0.36220717,-0.03187181,-0.27894196,-0.10641657,-0.301817,-0.060052164,-0.061762623,0.060819823,-0.1582379,-0.39091855,-0.20756036,0.5718367,-0.038734294,0.09661359,-0.26562917,-0.053149734,-0.09482555,0.22275859,0.040469266,-0.34108135,0.22771694,0.29731044,-0.15837081,-0.3616488,0.16935927,-0.26640156,0.08066037,0.14149712,0.10435088,-0.053345293,-0.1560011,0.33628303,0.18236366,-0.54697555,0.3460915,-0.053723276,-0.14853328,0.2553688,-0.60619485,0.24673821,0.48438102,0.09526077,-0.0017152373,-0.3161483,0.21317732,-0.03232415,0.09653247,0.614936,-0.13954368,-0.41965175,0.29595158,-0.1932913,0.11553943,0.11422205,0.2554884,0.0663531,0.21830106,-0.3282389,0.1724598,0.06500936,0.25618613,-0.02595871,-0.27078998
TCGA.AB.2917,0.7082835,-0.37975273,0.070760496,-0.05681163,-0.31573653,-0.09831718,0.6437181,-0.3117488,0.50626504,0.55617166,0.21696928,-0.050539784,-0.011382498,0.1919971,0.29958522,0.08998368,-0.007049784,0.5271198,0.46337503,0.3844387,0.10867693,0.6663611,0.092970006,0.38538608,-0.25643644,-0.23043303,-0.0380293,0.117841914,0.602686,0.89218146,-0.8964453,0.23925707,1.0965672,-0.067418315,-0.11560235,-0.00664578,-0.59955883,-0.6958975,0.57928336,0.21018475,0.07883416,-1.6225092,0.8684374,0.07505453,0.2549039,0.2595592,0.060082816,-0.0692886,0.74909925,-0.38784593,-0.21365006,-0.31179076,0.0036209757,-0.69267344,0.13216437,0.28530997,0.66108805,0.17682342,0.029637564,-0.053260595,-0.13631332,0.1297739,-0.617167,0.4236191
TCGA.AB.2919,0.10037577,0.5509681,0.4280913,0.5930804,0.40519136,0.26728594,-0.120536484,0.15728632,-0.03099422,0.26619226,0.7353295,0.06838378,-0.6833751,-0.29827702,-0.19145723,-0.036348604,-0.6613607,-0.5274082,-0.24563545,-0.21463946,0.28315777,-0.15541327,-0.18105994,0.04937483,0.32262003,0.290223,-0.09374929,0.19102924,-0.83920515,-1.1206751,0.2716424,0.1268991,-0.3233499,0.2772876,0.017962256,-1.1274165,-0.118676245,-0.1873049,-0.27070326,0.44198388,-0.56946987,-0.46023187,-0.12801439,0.47455192,0.09401524,-0.2131505,-0.1607029,0.065426,-0.7194502,0.1926848,0.05308152,-1.0662606,0.38437843,-0.21120656,0.5328439,-0.63507843,-0.6192658,0.012825683,-0.11564565,-0.61865413,-0.5278381,-0.3131554,-0.116544105,0.07314515
TCGA.AB.2920,0.007888189,0.48166382,-0.07255547,-0.62313926,0.087686904,0.55141234,1.6181989,0.17543964,0.6171019,-0.28759587,0.34460208,-0.02877818,0.040327594,0.40503514,0.41725203,-0.039838284,1.0739474,0.66174513,-0.720179,0.105803624,-0.19524728,0.5075572,-0.4547602,0.4004115,1.096046,-0.38081694,0.26266953,-0.11863298,1.0258923,0.23515448,-1.1117867,0.8683303,-0.1465161,-0.12777697,1.1618124,0.10148283,-0.21726364,-0.4102167,-0.85074687,1.1666428,0.5495632,-1.9235046,0.2229928,0.01729025,-0.18934515,0.07064779,1.0906131,-0.003493484,0.11959278,-0.9466429,0.812626,0.14358817,0.16821362,-0.16580075,-0.2930224,0.15554748,0.28552896,0.13310888,-0.10263617,0.06446554,0.3273912,-0.89532757,-0.98037827,0.3610772
TCGA.AB.2921,0.061918773,0.047439747,0.00404682,0.5916968,0.15350255,-0.10153005,-0.4097603,0.2519689,-0.3004958,-0.03540483,0.16750635,0.11279954,-0.28955275,-0.29864,-0.43070894,0.23784065,0.06714881,-0.23028791,0.03297633,0.29512292,0.42315564,0.09352727,-0.66628575,0.097372785,-0.14356427,-0.07005032,-0.23501116,-0.016739592,-0.26494616,-0.15563107,0.05191073,-0.39425296,-0.09557307,0.4173063,-0.5540405,0.036933206,0.15826055,-0.12885888,0.58051085,-0.22094521,-0.108232446,-0.27905232,-0.32830054,0.30145872,0.03683037,0.0029162169,-0.64558184,-0.15005134,-0.108066455,0.066520855,0.21273518,-0.3580525,-0.017645745,0.04329309,0.045364305,0.13348652,-0.13100669,0.0019243956,-0.10979173,0.11172374,-0.121478796,0.29439056,0.1494013,-0.14135928
