,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63
TCGA.AB.2966,-0.5109736,0.396283,-0.8979246,0.7234529,0.27634305,0.54567254,-0.67669225,0.30003276,-0.96726733,0.09293048,0.28537345,0.5624316,-1.1361502,-0.53225225,-0.88628995,0.54701746,0.49993414,-0.40050355,-0.6029919,0.4944744,1.5617374,-0.8411176,-1.4256461,0.3271699,0.16617581,-0.6103166,0.6972681,0.26569402,0.10775347,0.37285787,0.14922157,-0.32433492,-1.1118727,0.703498,-0.2057583,0.36900216,1.1204207,0.27336913,-0.16449907,0.15757915,0.17354591,-0.36212716,-1.238487,0.5438411,-0.23941207,-0.31238195,-0.72374994,-0.6027209,-0.6423738,0.32612127,0.87227017,-0.63873434,0.38951197,0.6714505,-0.18221186,-0.1001276,0.50800276,0.15296508,0.1507915,0.179575,-0.23577532,0.16932432,0.09221193,-0.64456207
TCGA.AB.2967,-0.049014285,-0.32060444,-0.1909524,-0.26104036,-0.115216166,-0.1795774,-0.24802196,-0.11971743,-0.06870395,-0.06077528,-0.38281345,-0.033076778,0.33345556,0.13455617,0.1717383,-0.04274381,-0.17935227,-0.027421404,0.170585,-0.030538887,-0.17983532,-0.18527475,0.23193677,-0.13379773,-0.44313523,0.12756748,-0.25334245,0.15534577,0.016970314,0.06162387,0.012802586,-0.5493388,0.08678332,0.10807831,-0.16116816,0.22167754,-0.18304336,0.11828194,0.07812429,-0.6470763,0.26876923,0.7997627,-0.13374212,-0.037426893,-0.093684725,0.15676138,-0.07282771,-0.04090143,0.46010113,0.028369732,-0.3221858,0.2527857,0.0323127,0.17034912,0.00863494,-0.042379335,0.012315705,0.25390875,-0.13432884,0.02643245,0.017844006,0.2815039,-0.1058944,-0.459298
TCGA.AB.2969,-0.30292872,-0.39124107,-0.32220322,-0.6921115,-0.0924731,-0.1950393,-0.10593481,-0.3489505,0.034452513,-0.0788189,-0.5213166,-0.18099718,0.48245394,0.35566926,0.398623,-0.17311966,-0.44274879,-0.08570413,0.05285894,-0.104607455,-0.3551473,-0.38113075,0.375063,-0.2895124,-0.506423,0.34532022,-0.45555842,0.36473674,0.03495229,-0.014732694,-0.15439416,-0.75790906,-0.037811093,0.33269027,-0.06762947,0.12956896,-0.54214513,0.059591062,-0.23445676,-0.92864525,0.70788497,1.0210044,-0.17828579,0.09572619,-0.37178642,0.14367661,0.15561475,-0.09977926,0.8780211,-0.14288226,-0.62969273,0.05384794,0.17371702,0.24649593,0.2189388,-0.21682514,-0.09125995,0.52822196,-0.3338789,-0.21053992,-0.14429554,0.2646386,-0.65110815,-1.0369794
TCGA.AB.2970,0.10882251,-0.1770784,0.09794335,0.2157996,0.047791775,-0.19409457,-0.22719085,0.18446994,-0.07832262,-0.12531431,-0.02346762,-0.1385167,0.29802507,-0.47974068,-0.27489474,-0.10334614,-0.0048881657,-0.1591731,0.15268137,-0.00207714,0.054824844,0.16936857,-0.0020660758,0.020717572,-0.011651745,0.047934458,0.021281881,-0.09375335,-0.064364284,-0.00585917,0.22660354,0.17531638,0.3384905,0.20472598,-0.8261804,0.24345258,0.2535121,-0.2384468,0.3604288,-0.32956603,-0.17219573,0.009935521,0.07100786,0.12286211,-0.12645198,0.07088544,-0.29041922,0.19036105,0.140223,0.05525881,-0.13867253,0.007815156,-0.32986435,0.14955437,0.038348556,0.22367829,0.11208459,0.0014711395,-0.2995971,0.19441752,-0.037296914,0.2582777,0.358658,0.19095719
TCGA.AB.2971,0.05540957,-0.018030498,0.18424937,-0.11662799,0.028905023,-0.12981886,-0.09675806,-0.11267636,0.15683952,0.14950301,-0.017256334,-0.111597314,0.28993064,-0.09871619,0.12213996,-0.25418252,-0.6197716,-0.19361132,0.08765754,-0.22598755,-0.29582077,0.0552594,0.3627774,-0.06336397,-0.11501861,0.29547516,-0.20002636,0.097555354,-0.3056517,-0.40072566,0.13318703,-0.11383626,0.26472187,0.19022797,-0.29165375,-0.17278455,-0.2955315,-0.15113856,-0.0064850748,-0.38348007,-0.001147598,0.35977507,0.122423306,0.100491144,-0.010157578,0.113863334,-0.07253886,0.11361645,0.23450917,0.056024678,-0.41615573,-0.12844369,-0.15538268,-0.024701849,0.41338432,-0.10640189,-0.13650662,0.14287375,-0.27836937,-0.25178507,-0.19662216,0.015064847,-0.13524988,-0.08610235
TCGA.AB.2972,0.26320782,-0.058503438,0.2215665,0.06149187,-0.050092362,-0.103958204,-0.14259395,-0.04764563,0.20635247,0.2157233,0.14445728,-0.011771202,0.07799505,-0.07145284,0.12816614,0.031452384,-0.33386004,0.065787554,0.17590337,-0.24526551,-0.20961058,0.17585504,0.4663069,0.057487536,-0.007858824,0.08579383,0.09055206,-0.09586692,-0.20477904,-0.050293326,0.21444535,0.14068821,0.42157555,-0.2649914,-0.061258316,-0.11490165,-0.19777654,-0.022664092,0.18618613,0.008326101,-0.28011125,0.07458723,0.34473413,-0.14077769,0.27655458,0.1165338,-0.02207674,0.13123043,-0.1409867,0.18841812,-0.16123573,0.1309857,-0.18357897,-0.09727281,-0.0057477653,-0.037091166,0.03706134,-0.08873435,0.049498104,-0.0681051,-0.045714214,0.046907373,0.25077242,0.46818647
TCGA.AB.2973,-0.06598298,-0.08444268,-0.034818713,-0.11596058,0.08241849,-0.20415534,-0.019598184,-0.00457792,-0.16208468,-0.1037433,-0.22552317,-0.11021074,0.41682827,-0.15146014,-0.13508648,-0.37206414,-0.5060113,-0.30394092,0.07564943,0.07805335,-0.100793265,0.007899616,-0.050339982,-0.07677886,-0.22779404,0.40038425,-0.49922302,0.3039605,-0.2024427,-0.45062017,-0.08918527,-0.4400366,0.032023802,0.67047876,-0.62999547,-0.033778083,-0.15329762,-0.39928794,0.14275517,-0.85907936,0.228911,0.32197216,-0.21590587,0.43383962,-0.3879565,0.09074383,-0.32518142,0.08172311,0.5973625,-0.07250461,-0.40464464,-0.32724887,-0.089149565,0.15324694,0.56406146,-0.049327318,-0.23360026,0.3922326,-0.6011094,-0.12755862,-0.23196349,0.17235453,-0.4215288,-0.71797
TCGA.AB.2975,0.24283567,0.03657714,0.27219248,-0.009634335,-0.027731687,-0.15550648,-0.10413166,-0.0480593,0.303777,0.1618677,0.08770064,-0.0067200568,0.13061863,0.11823174,0.2518269,0.0067774393,-0.28918958,0.03829689,0.19345039,-0.22545435,-0.39738095,0.2806669,0.40341312,-0.040368214,-0.11015393,0.053263724,-0.14490163,-0.11519964,-0.195788,-0.17089055,0.13103521,-0.02874031,0.34035605,-0.281468,0.017634552,-0.13009593,-0.39023256,0.00832344,0.22562057,-0.08486912,-0.116595946,0.17193674,0.2946579,-0.1402719,0.2676453,0.2023738,0.00036595762,0.11843136,-0.104878426,0.13400313,-0.09400427,0.2763085,-0.15294018,-0.13550982,0.029693484,0.012078445,-0.13101214,-0.07718705,0.03389323,-0.07931918,0.029785449,-0.011979458,0.11572778,0.32622188
TCGA.AB.2976,0.242012,0.16306967,0.031469043,0.0203166,-0.029337138,-0.030597158,-0.28905445,0.008788295,0.016308583,0.13034897,-0.017945632,0.25509655,-0.10212448,0.313263,0.14246133,0.22058704,-0.17923878,0.08540678,0.18349138,-0.063501425,-0.16508289,0.03509201,0.062468957,-0.029425114,-0.35061538,0.004779145,-0.3261177,0.02331585,-0.22497734,-0.26564988,0.027349025,-0.63491595,-0.03597506,-0.20836972,0.32101908,-0.2088606,-0.41801903,0.19364426,0.21716857,-0.30409336,-0.037393335,0.44455272,-0.09900335,-0.099255756,0.40521008,0.20142642,-0.22118002,-0.027398191,-0.117808476,0.23064798,0.12253893,0.1962682,0.16120505,-0.063482255,-0.062001135,-0.17009318,-0.24740838,0.062120676,0.13739882,-0.06726245,0.07917631,-0.029663725,-0.07454117,-0.092430435
TCGA.AB.2977,0.039359722,0.25815672,0.061911017,0.57802314,0.39261925,0.019635454,-0.19033335,0.17130207,-0.03709526,0.2920538,0.49317622,0.15232188,-0.4975884,-0.29634058,-0.3713771,-0.012505107,-0.6729272,-0.51433635,-0.22053207,0.1598816,0.36421287,-0.088854074,-0.51130885,0.12573768,0.051067065,0.43626717,-0.41546136,0.373002,-0.6068617,-0.81826997,0.01227396,-0.28632042,-0.15405972,0.85867304,-0.56160057,-0.6532079,-0.25377437,-0.42337185,0.12075738,-0.27832705,-0.15105177,-0.62762713,-0.3229234,0.7135124,-0.2094881,-0.07761133,-0.4322977,-0.08465318,-0.011072248,-0.027202658,-0.12750693,-1.1272883,0.18723482,-0.0649517,0.768024,-0.46306464,-0.34183985,0.28696686,-0.501617,-0.4479491,-0.6315042,0.097396284,-0.4195891,-0.49450228
TCGA.AB.2978,0.1957178,-0.42097548,0.07198848,-0.21290356,-0.062736854,-0.23203477,-0.07946676,-0.121137306,0.3188514,0.10549883,0.03409867,-0.19369727,0.29007995,-0.20936242,0.19901738,-0.15216692,-0.1922602,0.031035276,0.11207522,-0.26135314,-0.3348337,0.20868322,0.880926,-0.066771746,-0.00026646024,0.21544355,0.24043652,-0.14277595,0.11441484,0.27575704,0.3485194,0.64520717,0.6986866,-0.20227939,-0.33384067,0.18191826,0.10278861,0.02008833,-0.016495258,-0.10763108,-0.21007721,0.17136678,0.5822386,-0.26243928,-0.11898608,0.07132366,0.26235187,0.25016397,0.098177955,0.029538333,-0.42231163,0.3995319,-0.36708248,0.06329703,-0.16251722,0.05848564,0.34514531,-0.12685399,-0.06941939,0.093382716,-0.08340503,0.32130593,0.47699428,0.588167
TCGA.AB.2980,0.13018206,-0.14335454,0.35297284,0.07230599,-0.23934093,-0.022944666,-0.25820923,-0.15050244,0.088933446,0.111771524,-0.08141335,-0.16038004,0.111626506,0.017913673,0.2221233,-0.06927346,-0.28555423,0.1257942,0.25882506,-0.30100843,-0.17402759,-0.05225297,0.6513231,0.0011982424,-0.06480587,-0.028808601,0.37907094,-0.26731125,-0.2346895,0.19511938,0.350036,0.22672984,0.35677695,-0.6644022,0.20029357,-0.011157967,0.035564564,0.23191312,0.21466273,0.3551911,-0.4227553,0.47047174,0.45687813,-0.44198325,0.352853,-0.031408966,0.07894805,0.045386136,-0.2942061,0.40674016,-0.32400382,0.32144377,-0.17520502,-0.09559263,-0.14826547,0.017113563,0.041730803,-0.3894875,0.38838214,-0.043862864,0.10861624,-0.02654161,0.5881178,0.64754534
TCGA.AB.2982,-0.010287501,0.14105782,0.5555912,0.36188185,-0.2323559,0.27705306,-0.32883498,-0.13427119,-0.28561032,0.09273161,-0.01143004,-0.14987278,-0.030472666,-0.17510468,-0.0139967725,-0.08485398,-0.40216938,0.07240521,0.28126937,-0.33890736,0.20047,-0.32371774,0.29232317,0.1374706,0.10636695,-0.10855979,0.6152386,-0.2878764,-0.6050837,0.028093457,0.35307917,0.09842604,0.011646666,-0.7018839,0.36194536,-0.21185715,0.2569416,0.16363175,0.18676326,0.843797,-0.6774983,0.34117147,0.29981616,-0.28985927,0.58040303,-0.29156956,-0.16382764,-0.03336577,-0.5462376,0.62279594,-0.27671862,-0.1819109,-0.016796937,-0.18316889,0.035090655,-0.07092137,-0.1199726,-0.43857154,0.5283976,-0.19799477,0.057645902,-0.34554833,0.56667566,0.71528786
TCGA.AB.2983,0.10653274,-0.15180928,0.16278794,0.16434394,0.08951582,-0.21542954,-0.2267719,0.16864052,0.02594728,-0.1078422,0.04260312,-0.15522955,0.30899954,-0.4528956,-0.20173793,-0.14594132,-0.077790216,-0.2006838,0.09537918,-0.11846594,-0.094056785,0.20101768,0.19431141,-0.049596034,0.02450766,0.11219855,0.020655151,-0.13364735,-0.14505088,-0.1339373,0.34862587,0.28954047,0.37739575,0.13388269,-0.78354836,0.14861438,0.18224508,-0.1708548,0.25089306,-0.32066053,-0.21007122,0.11812987,0.16868411,0.062454112,-0.09525546,0.094863616,-0.1746101,0.28644451,0.040919214,0.09188907,-0.15125093,0.1032115,-0.38274276,0.14429839,0.030459702,0.16584066,0.03535848,-0.059619464,-0.3028798,0.12898645,-0.07200183,0.23469613,0.41823593,0.3045966
TCGA.AB.2984,0.05592245,0.62433803,0.26857656,0.71187603,0.5303578,0.26639137,-0.124598995,0.223172,-0.009391364,0.32293683,0.8007101,0.15901127,-0.8945974,-0.29313257,-0.31883433,-0.015097633,-0.7429934,-0.67771256,-0.37399748,-0.04662428,0.36118808,-0.21766938,-0.3769561,0.014859628,0.32710668,0.40364295,-0.24551499,0.3632544,-0.8407874,-1.3497894,0.28263962,-0.0022388697,-0.45979822,0.6054795,-0.08739764,-1.259865,-0.1370947,-0.214863,-0.3686169,0.30325383,-0.49654773,-0.67775106,-0.37769783,0.70965946,-0.13156052,-0.23237349,-0.2052345,0.02398465,-0.7248149,0.04932232,0.05838134,-1.3581347,0.5158552,-0.16138706,0.744899,-0.77470195,-0.7159054,0.16435078,-0.3022161,-0.6343086,-0.6800374,-0.24422622,-0.3056541,-0.26232702
TCGA.AB.2985,-0.16941734,-0.42949247,-0.17285147,-0.5205552,-0.12099215,-0.16091514,-0.10958965,-0.27066863,0.021428604,-0.045743197,-0.47144133,-0.23166722,0.52448034,0.12087777,0.28389603,-0.25050613,-0.34562463,-0.101979055,0.12276442,-0.09562305,-0.3059744,-0.18559346,0.41498053,-0.20013726,-0.38435972,0.31510654,-0.22034635,0.2553852,0.0381698,0.057233594,-0.034472212,-0.34190297,0.18053012,0.2591143,-0.26233843,0.24580517,-0.20177552,0.031893224,-0.15077183,-0.66035354,0.40591183,0.81670785,-0.013019207,0.01792071,-0.35485506,0.10943818,0.11161377,-0.022210337,0.690905,-0.116996184,-0.62702906,0.15894386,-0.044294275,0.22671703,0.15884864,-0.055534795,0.05480502,0.35567307,-0.30354,-0.086115465,-0.09567965,0.26799887,-0.27883387,-0.5907878
TCGA.AB.2986,0.20001332,0.27006125,-0.05919795,0.23359095,0.040325087,-0.016779698,-0.30578464,0.15578698,-0.1614683,0.076061994,0.04161465,0.36647648,-0.34926397,0.20799847,-0.122221015,0.2959734,0.04984673,0.03305018,0.082008444,0.14409277,0.0750346,0.107539296,-0.37777966,0.012785185,-0.2890168,-0.07545228,-0.435747,0.051330127,-0.19526197,-0.2599091,-0.079554066,-0.724962,-0.2684263,-0.013797961,0.21253318,-0.20184651,-0.23156308,0.13443437,0.3511547,-0.2543838,-0.003478488,0.15222386,-0.32813218,0.06382327,0.32459736,0.15191577,-0.4291529,-0.16039565,-0.19503729,0.16472766,0.3426854,-0.012351904,0.22805175,-0.060189113,-0.055141047,-0.09004434,-0.2923299,0.08476257,0.0896395,0.06798018,0.08614265,-0.0031884685,-0.14476681,-0.2312001
TCGA.AB.2987,-0.06699781,-0.78824604,-0.2913177,-0.60841835,-0.053852424,-0.29559207,-0.0058229864,-0.23191187,0.17773004,-0.1391595,-0.4467069,-0.42753488,0.64246476,-0.24948214,0.25146547,-0.36443847,-0.12817173,-0.1201573,0.019381065,-0.07511447,-0.30274433,2.8304756e-05,0.8260636,-0.24150975,-0.22864857,0.5177573,0.0040005147,0.16244105,0.34396267,0.36828035,0.1622235,0.40446088,0.5204186,0.31200564,-0.6750498,0.50532675,0.25701523,0.017974092,-0.36231732,-0.5903125,0.26627964,0.7180444,0.39833662,-0.14166325,-0.72649336,0.08752397,0.31409708,0.19943208,0.75624037,-0.23159479,-0.7453137,0.46132588,-0.31285644,0.29018188,-0.05726084,0.11362177,0.3884347,0.2465263,-0.49708793,0.20335834,-0.12586153,0.57431203,0.09994416,-0.23021895
TCGA.AB.2988,0.31057656,0.13727564,0.081264615,-0.1355673,-0.06861056,-0.11395545,-0.12702866,-0.06100835,0.30294356,0.17542738,0.015036203,0.21569335,0.016659513,0.48404735,0.3668921,0.19705234,-0.17930791,0.1412907,0.23186298,-0.13608694,-0.42673698,0.23361272,0.25689983,-0.04958324,-0.36144525,-0.020114986,-0.41749835,-0.008658182,-0.14151603,-0.22413361,-0.0623296,-0.5561561,0.10110957,-0.35914013,0.41376087,-0.22609276,-0.68263394,0.14688486,0.20816508,-0.3161251,0.07584444,0.38367194,0.11116159,-0.17800355,0.4187013,0.28810593,-0.044196814,0.008133262,-0.04100782,0.118306756,0.13176465,0.39552087,0.12327007,-0.15692298,-0.09298095,-0.13307202,-0.25732705,0.053046487,0.14044878,-0.09320253,0.15690033,-0.08583434,-0.19179232,-0.0016657226
TCGA.AB.2990,0.079935074,0.41560507,0.31298473,0.56197345,0.40246797,0.152753,-0.12722191,0.170333,-0.0037546738,0.24800125,0.64683235,0.06391253,-0.5416896,-0.34107387,-0.23930132,-0.03231023,-0.6465622,-0.54639065,-0.26063576,-0.11767684,0.25230807,-0.11029658,-0.26732424,0.08000003,0.24663135,0.36653954,-0.20989943,0.2289134,-0.7463326,-1.0063832,0.2062916,0.058695227,-0.21124408,0.49943382,-0.27307072,-0.9008912,-0.18019333,-0.2661659,-0.1254487,0.13846642,-0.42500845,-0.49270284,-0.16195366,0.5493885,-0.042572998,-0.1422956,-0.21347493,0.05911335,-0.46273953,0.09015909,-0.017882623,-0.9991627,0.21438086,-0.10163715,0.5968641,-0.523059,-0.5056982,0.10282132,-0.29729822,-0.5293595,-0.56354904,-0.14428113,-0.16704689,-0.0831552
TCGA.AB.2991,-0.04320565,0.2725014,0.5902239,0.42641053,-0.24376284,0.307315,-0.3863358,-0.11419959,-0.3763257,0.0645513,-0.12124839,-0.10013452,-0.08579351,-0.054744314,-0.009757968,-0.027142826,-0.3730482,0.07662789,0.31090975,-0.24921447,0.22629233,-0.35228425,0.122440405,0.09676412,0.022992693,-0.18445113,0.52095187,-0.2880984,-0.65081114,-0.07681679,0.3417585,-0.087204136,-0.16529216,-0.73353463,0.50103116,-0.28386772,0.22994107,0.24523485,0.22909775,0.86861265,-0.63655055,0.44509768,0.17120734,-0.29631835,0.64147866,-0.28509015,-0.24302937,-0.08135395,-0.6143575,0.65242696,-0.18047309,-0.1698009,0.060889453,-0.21825434,0.024029478,-0.061930075,-0.27863792,-0.4401291,0.6033902,-0.17042977,0.09292856,-0.42288268,0.48482355,0.59804046
TCGA.AB.2992,0.10008503,-0.076105,0.22570337,-0.017197309,0.15642436,-0.18757537,-0.042118512,0.05999334,0.15405563,-0.039542545,0.22022355,-0.22567013,0.2864763,-0.53362155,-0.11698848,-0.37746835,-0.35709122,-0.22661553,-0.028382067,-0.30456698,-0.22346908,0.1640625,0.51661956,-0.020740962,0.25671405,0.37272137,0.13692509,-0.066215925,-0.1995622,-0.28370124,0.36849633,0.5984787,0.46473008,0.19840808,-0.72538996,-0.06501039,0.1499786,-0.31699196,-0.02972868,-0.20249799,-0.3387346,0.05267483,0.36220378,0.07254176,-0.19462259,0.008497931,0.007899702,0.37637702,0.030020766,0.02288758,-0.35946354,-0.02020682,-0.38157612,0.10670699,0.23993817,0.0046851384,0.052211456,-0.026474237,-0.41744035,-0.06367627,-0.20464498,0.119413435,0.30644268,0.38513708
TCGA.AB.2993,0.27610162,0.24315502,0.277842,0.0628325,-0.03239587,0.0468411,-0.18396398,-0.09755628,0.12460599,0.27405077,0.13115622,0.1433748,-0.11164336,0.19266242,0.20870472,0.14636114,-0.44427717,0.08683542,0.18696156,-0.26823217,-0.23155859,0.07412428,0.29939225,0.015900508,-0.1292813,0.052711718,-0.0658792,-0.04684769,-0.40175182,-0.3537313,0.1438506,-0.2583147,0.08625457,-0.36717433,0.4057738,-0.39265478,-0.42344,0.11171235,0.1091007,0.09668986,-0.25545827,0.25745973,0.16307767,-0.15043446,0.49281144,0.11029787,-0.09241979,0.04862044,-0.3049394,0.31382215,-0.0055145174,0.04225004,0.054490246,-0.17867054,0.05461704,-0.22808939,-0.25326043,-0.049535517,0.20104589,-0.22129443,-0.010505632,-0.19247778,0.031905077,0.2761237
TCGA.AB.2995,0.33084905,-0.69870037,-0.022210877,-0.36730543,-0.17171901,-0.27930456,0.049097985,-0.2857809,0.4652288,0.31115222,0.11803734,-0.1894815,0.2492824,-0.22644101,0.25370076,-0.13788652,-0.26804996,0.19446681,0.17380317,-0.28671294,-0.30627993,0.16899417,1.2556356,-0.011892419,0.01232459,0.3414413,0.4103731,-0.073464826,0.25548488,0.61340827,0.29400855,0.95926607,1.0283703,-0.26388592,-0.24649605,0.17115101,0.07692441,0.014877345,-0.07068075,-0.015710697,-0.31306905,-0.0444158,0.91467,-0.37228924,-0.07037561,0.06547992,0.43546596,0.2171942,0.24592777,0.011917785,-0.6051852,0.35703325,-0.44731236,-0.07370278,-0.27503878,-0.013504494,0.6747383,-0.13493295,0.0070768557,0.07327695,-0.20542786,0.45199063,0.48646057,0.84585583
TCGA.AB.2996,0.17119935,-0.21998198,0.15567784,-0.026249457,0.02728862,-0.23952176,-0.09508197,0.063412756,0.17092729,-0.031793587,0.060177006,-0.1759427,0.3516335,-0.36783665,-0.0220027,-0.21452321,-0.18609257,-0.116040036,0.10438702,-0.18864132,-0.24810088,0.26495057,0.5014937,-0.0422728,0.056655876,0.19389561,0.06349796,-0.105092704,-0.040129542,-0.046861365,0.30082837,0.433571,0.5673274,0.01893431,-0.62759304,0.11632666,0.09166157,-0.18583368,0.15629657,-0.25700137,-0.20491306,0.09880074,0.35398683,-0.03507971,-0.11631639,0.10676147,-0.013315879,0.2904215,0.11052564,0.032021232,-0.30301088,0.20107001,-0.38418055,0.1006885,0.06186053,0.1452429,0.12243979,-0.039274972,-0.265751,0.086012244,-0.06593849,0.21023107,0.3640511,0.3887763
TCGA.AB.2998,0.07349943,0.43702418,0.5521245,0.32892132,-0.17275703,0.2599435,-0.23903835,-0.11666625,-0.2102392,0.101861425,-0.116196685,0.018940616,-0.13242948,0.20733644,0.11293643,-0.033812728,-0.4393016,0.07008455,0.3336264,-0.16043416,-0.04483156,-0.12986955,0.02285774,0.016304497,-0.13324445,-0.11673422,0.09067334,-0.17974988,-0.6261333,-0.3562066,0.12464621,-0.34617746,-0.22835591,-0.61084634,0.5639892,-0.5332264,-0.11036143,0.16290525,0.2661034,0.6159492,-0.42727563,0.35991675,0.11959319,-0.16671467,0.5714111,-0.1212383,-0.24234065,-0.08912516,-0.46123245,0.45259225,-0.13098344,-0.2063871,0.14875922,-0.33035475,0.14761981,-0.08514857,-0.51610696,-0.2836358,0.5055957,-0.2329362,0.08680676,-0.52088606,0.0921714,0.29377913
TCGA.AB.2999,-0.019428164,0.32096747,0.6523315,0.3823236,-0.23435687,0.32771,-0.33395395,-0.17027344,-0.3188466,0.10689801,-0.0518365,-0.113024026,-0.089194156,-0.04656226,0.035362214,-0.08395624,-0.50107145,0.054067254,0.2848444,-0.34744093,0.15611282,-0.3324811,0.23017776,0.09320834,0.06859423,-0.12542209,0.5264383,-0.27986705,-0.74087644,-0.17601731,0.35454416,-0.02881699,-0.14897233,-0.7524936,0.5728136,-0.41066498,0.16217284,0.20799801,0.15204504,0.9260701,-0.67427516,0.42978215,0.24071714,-0.27658764,0.67655903,-0.32492775,-0.19297825,-0.056231774,-0.6413646,0.65234613,-0.24745876,-0.25096178,0.0703158,-0.26728863,0.10524839,-0.12453859,-0.33209178,-0.4424058,0.5959395,-0.27316636,0.04963802,-0.48332694,0.43392575,0.65998304
TCGA.AB.3000,-0.078248456,0.023109555,0.034375757,0.8950852,0.2438065,-0.10379614,-0.53779054,0.36602572,-0.4087639,-0.12910584,0.29833746,0.113882616,-0.4964102,-0.39639872,-0.5813398,0.31527668,0.23553485,-0.3088955,-0.039821472,0.41301882,0.63218474,0.032482356,-0.8480612,0.08428759,-0.10475649,-0.16461578,-0.1628156,-0.11636947,-0.31693077,-0.18329382,0.15927199,-0.36022937,-0.21526538,0.48412699,-0.620167,0.10439201,0.3700154,-0.020554073,0.6396002,-0.07503878,-0.16696712,-0.3377965,-0.4508747,0.28465524,0.01208885,-0.061989427,-0.7479137,-0.25355875,-0.26948625,0.12607104,0.30269936,-0.46882507,0.03695658,0.059776157,-0.023246307,0.16925143,-0.17706475,-0.16818896,-0.029163092,0.1869266,-0.13342538,0.40971798,0.3068763,-0.11087777
TCGA.AB.3001,-0.07695457,0.025283251,0.4131599,0.44286776,-0.23923685,0.2617004,-0.42948318,-0.07435513,-0.37141633,0.04546894,-0.075451955,-0.14196317,-0.042233653,-0.274653,-0.1239686,-0.022417534,-0.23599005,0.066793606,0.2586174,-0.26034853,0.38576472,-0.43013722,0.1747111,0.16914283,0.08159377,-0.17646486,0.7204884,-0.30187154,-0.4948755,0.20805301,0.3837217,0.09515738,-0.002205409,-0.65159726,0.22023009,0.014713013,0.43703568,0.22963256,0.21654648,0.7637538,-0.65936106,0.38829327,0.1932512,-0.3361123,0.5136113,-0.3020174,-0.22042876,-0.053915232,-0.51833993,0.64972943,-0.21632423,-0.10127156,-0.054306887,-0.060042635,-0.10599156,-0.028397225,0.048860803,-0.45317748,0.51052004,-0.06035103,0.08221154,-0.21877824,0.7028686,0.67202055
TCGA.AB.3002,0.05232268,0.13370192,0.22382915,0.5271527,0.41641492,-0.075769626,-0.19615455,0.3179276,-0.012739457,-0.03602327,0.6295376,-0.093078874,-0.16962214,-0.7754077,-0.4191186,-0.09700149,-0.2131694,-0.5536858,-0.24126261,-0.113473006,0.29290745,0.0850061,-0.18354075,0.0671991,0.3325407,0.21716385,0.10577195,-0.04174525,-0.44369403,-0.5086696,0.40262625,0.5273121,0.18487963,0.5356467,-0.97115755,-0.2701174,0.1851957,-0.3759804,0.09487028,-0.16945758,-0.41266596,-0.49384236,0.085764,0.39037558,-0.20791519,-0.11959969,-0.2298101,0.27267268,-0.33198848,-0.0058509707,0.048412986,-0.50949484,-0.22141641,0.14117178,0.19410577,-0.12818341,-0.09917779,-0.06368189,-0.43696678,-0.13930693,-0.4233026,0.221335,0.37865165,0.29211107
TCGA.AB.3005,-0.3214022,-0.95577866,-0.41976333,-0.87827814,-0.26645404,-0.068121985,-0.28450486,-0.72863233,0.3886698,0.24757573,-0.60269725,-0.42337433,0.39407885,0.48976701,0.8720132,-0.073050186,-0.40822986,0.023809075,0.051061634,-0.3449936,-0.5475501,-0.7193854,1.1825168,-0.36695904,-0.5566166,0.41100436,0.140412,0.1994457,0.23574185,0.63072157,0.30396944,-0.062560886,0.30934346,-0.15213692,0.2172244,0.4057212,-0.313071,0.6618522,-0.78788275,-0.46644443,0.5789638,1.4121038,0.35979617,-0.42119914,-0.3972138,0.044116817,0.80829287,-0.05765017,0.6047815,-0.04483229,-0.9489306,0.6661501,0.017948367,0.2811141,-0.35719517,-0.40490896,0.38509035,0.164091,0.036098666,-0.25186354,-0.17167528,0.6316477,-0.030812234,-0.45493165
